subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Digital Electronics,Latches and Flip-Flops,Flip-Flop Conversions,flip-flop-conversion;jk-to-t,6,application,multiple_choice_single,Which connection converts a JK flip-flop into a T flip-flop?,"$J=0$, $K=T$","$J=T$, $K=\bar T$",$J=K=T$,"$J=T$, $K=0$",C,,,,
Digital Electronics,Latches and Flip-Flops,Flip-Flop Conversions,flip-flop-conversion;sr-to-jk,8,application,multiple_choice_single,Which input equations convert an SR flip-flop into a JK flip-flop?,$S=JQ$ and $R=K\bar Q$,$S=J$ and $R=K$,$S=\bar J$ and $R=\bar K$,$S=J\bar Q$ and $R=KQ$,D,,,,
Digital Electronics,Latches and Flip-Flops,Flip-Flop Conversions,flip-flop-conversion;d-to-jk;gate-count,10,analysis,numerical_tolerance,"A D flip-flop is converted into a JK flip-flop using $D=J\bar Q+\bar KQ$. How many two-input AND and OR gates are needed, assuming complemented signals are available?",,,,,3,0.001,,,
Digital Electronics,Latches and Flip-Flops,"Timing Parameters (Setup Time, Hold Time, Maximum Clock Frequency)",timing;setup-time,2,recall,multiple_choice_single,Setup time of a flip-flop is defined as,the interval before the active clock edge during which the input must be stable,the interval after the active clock edge during which the input must be stable,the delay between the clock edge and the output change,the shortest permissible clock period,A,,,,
Digital Electronics,Latches and Flip-Flops,"Timing Parameters (Setup Time, Hold Time, Maximum Clock Frequency)",timing;hold-time,4,comprehension,multiple_choice_single,Hold time of a flip-flop is measured,before the active clock edge,after the active clock edge,from the clock edge to the output transition,across one full clock period,B,,,,
Digital Electronics,Latches and Flip-Flops,"Timing Parameters (Setup Time, Hold Time, Maximum Clock Frequency)",timing;maximum-clock-frequency,6,application,numerical_tolerance,Two flip-flops with clock-to-output delay 5 ns and setup time 3 ns are separated by combinational logic of maximum delay 12 ns. Find the maximum clock frequency in MHz.,,,,,50,0.01,,,
Digital Electronics,Latches and Flip-Flops,"Timing Parameters (Setup Time, Hold Time, Maximum Clock Frequency)",timing;maximum-clock-frequency;logic-delay,8,application,numerical_tolerance,"For the same flip-flops, the combinational logic delay increases to 32 ns. Find the new maximum clock frequency in MHz.",,,,,25,0.01,,,
Digital Electronics,Latches and Flip-Flops,"Timing Parameters (Setup Time, Hold Time, Maximum Clock Frequency)",timing;hold-violation;remedy,10,evaluation,multiple_choice_single,Which action corrects a hold-time violation on a short data path?,Raising the supply voltage of the flip-flops,Lengthening the clock period of the system,Inserting additional delay in the short data path,Increasing the setup time specification of the flip-flop,C,,,,
Digital Electronics,Registers and Counters,"Shift Registers (SISO, SIPO, PISO, PIPO)",shift-register;serial-loading,2,recall,multiple_choice_single,How many clock pulses are needed to load four bits serially into a 4-bit SISO register?,1,2,4,8,C,,,,
Digital Electronics,Registers and Counters,"Shift Registers (SISO, SIPO, PISO, PIPO)",shift-register;classification,4,comprehension,multiple_choice_single,Which register accepts all its bits simultaneously and presents them all simultaneously?,SISO,SIPO,PISO,PIPO,D,,,,
Digital Electronics,Registers and Counters,"Shift Registers (SISO, SIPO, PISO, PIPO)",shift-register;delay,6,application,numerical_tolerance,A 4-bit SISO register is clocked at 1 MHz. Find the delay in microseconds between a bit entering the serial input and appearing at the serial output.,,,,,4,0.01,,,
Digital Electronics,Registers and Counters,"Shift Registers (SISO, SIPO, PISO, PIPO)",shift-register;application,8,application,multiple_choice_single,A SIPO shift register is typically used to perform,serial-to-parallel conversion,frequency division only,analog signal storage,parallel-to-serial conversion,A,,,,
Digital Electronics,Registers and Counters,"Shift Registers (SISO, SIPO, PISO, PIPO)",shift-register;content-tracking,10,analysis,numerical_tolerance,"A 4-bit SISO register initially holds 0000 and receives the serial sequence 1, 0, 1, 1 with the first bit applied first. After four clock pulses the first-entered bit occupies the MSB. Give the decimal value stored.",,,,,11,0.001,,,
Digital Electronics,Registers and Counters,Universal and Bidirectional Shift Registers,universal-shift-register;capability,2,recall,multiple_choice_single,A universal shift register is able to perform,binary counting only,serial and parallel transfers with shifts in both directions,right shifts only,parallel loading only,B,,,,
Digital Electronics,Registers and Counters,Universal and Bidirectional Shift Registers,universal-shift-register;mode-control,4,comprehension,numerical_tolerance,How many mode-control lines are required to select among four operating modes of a universal shift register?,,,,,2,0.001,,,
Digital Electronics,Registers and Counters,Universal and Bidirectional Shift Registers,bidirectional-shift-register;direction-control,6,application,multiple_choice_single,"In a bidirectional shift register, the shift direction is determined by",the total number of flip-flops used,the magnitude of the supply voltage,the polarity of the clock signal,a mode input that steers the multiplexer at each stage,D,,,,
Digital Electronics,Registers and Counters,Universal and Bidirectional Shift Registers,universal-shift-register;multiplexer-size,8,application,numerical_tolerance,Each stage of a four-mode universal shift register uses one multiplexer ahead of its D input. How many data inputs must each multiplexer have?,,,,,4,0.001,,,
Digital Electronics,Registers and Counters,Universal and Bidirectional Shift Registers,universal-shift-register;multiplexer-role,10,analysis,multiple_choice_single,Why is a multiplexer placed ahead of each flip-flop in a universal shift register?,To select which signal is loaded into that flip-flop for the chosen mode,To remove the setup time requirement of the flip-flop,To convert the register into a ripple counter,To raise the maximum clock frequency of the register,A,,,,
Digital Electronics,Registers and Counters,Ring and Johnson (Twisted-Ring) Counters,ring-counter;state-count,2,recall,multiple_choice_single,How many valid states does a 4-bit ring counter have?,4,2,8,16,A,,,,
Digital Electronics,Registers and Counters,Ring and Johnson (Twisted-Ring) Counters,johnson-counter;state-count,4,comprehension,multiple_choice_single,A Johnson counter built from $n$ flip-flops has how many distinct states?,$n$,$2n$,$2^n$,$n^2$,B,,,,
Digital Electronics,Registers and Counters,Ring and Johnson (Twisted-Ring) Counters,johnson-counter;flip-flop-count,6,application,numerical_tolerance,How many flip-flops are required for a Johnson counter that produces 10 distinct states?,,,,,5,0.001,,,
Digital Electronics,Registers and Counters,Ring and Johnson (Twisted-Ring) Counters,ring-counter;output-frequency,8,application,numerical_tolerance,A 4-bit ring counter is clocked at 2 MHz. Find the frequency in kHz of the waveform at any one flip-flop output.,,,,,500,0.01,,,
Digital Electronics,Registers and Counters,Ring and Johnson (Twisted-Ring) Counters,ring-counter;initialization,10,analysis,multiple_choice_single,Why must a ring counter be preset before normal operation?,Because every one of its states is otherwise invalid,Because it operates without any clock signal,Because exactly one flip-flop must be set for the valid sequence to circulate,Because all of its flip-flops are level triggered,C,,,,
Digital Electronics,Registers and Counters,Asynchronous (Ripple) Counters,ripple-counter;clock-connection,2,recall,multiple_choice_single,"In a ripple counter, the clock input of each stage is driven by",the common system clock,an external count-enable input,the master reset line,the output of the preceding flip-flop,D,,,,
Digital Electronics,Registers and Counters,Asynchronous (Ripple) Counters,ripple-counter;disadvantage,4,comprehension,multiple_choice_single,What is the chief disadvantage of a ripple counter?,It needs more flip-flops than an equivalent synchronous counter,Cumulative propagation delay produces transient false states,It is unable to count in the down direction,It requires two separate clock signals,B,,,,
Digital Electronics,Registers and Counters,Asynchronous (Ripple) Counters,ripple-counter;settling-time,6,application,numerical_tolerance,Each flip-flop of a 4-bit ripple counter has a propagation delay of 10 ns. Find the worst-case settling time in nanoseconds.,,,,,40,0.01,,,
Digital Electronics,Registers and Counters,Asynchronous (Ripple) Counters,ripple-counter;maximum-frequency,8,application,numerical_tolerance,"For a 4-bit ripple counter with 10 ns delay per stage, find the maximum usable clock frequency in MHz.",,,,,25,0.01,,,
Digital Electronics,Registers and Counters,Asynchronous (Ripple) Counters,ripple-counter;modulus-modification,10,analysis,multiple_choice_single,How is a decade counter obtained from a 4-bit ripple counter?,By presetting every flip-flop to logic 1,By adding two additional flip-flops to the chain,By detecting the count 1010 and clearing all flip-flops,By disconnecting the clock from the last flip-flop,C,,,,
Digital Electronics,Registers and Counters,Synchronous Counters,synchronous-counter;clocking,2,recall,multiple_choice_single,"In a synchronous counter, the flip-flops receive",individually generated clock signals,no clock signal at all,a two-phase overlapping clock,the same clock signal,D,,,,
Digital Electronics,Registers and Counters,Synchronous Counters,synchronous-counter;toggle-condition,4,comprehension,multiple_choice_single,"In a synchronous binary up counter, a given flip-flop toggles when",all lower-order outputs are at logic 1,the preceding output has just changed,the present count equals zero,any lower-order output is at logic 1,A,,,,
Digital Electronics,Registers and Counters,Synchronous Counters,synchronous-counter;flip-flop-count,6,application,numerical_tolerance,How many flip-flops are required for a synchronous counter of modulus 100?,,,,,7,0.001,,,
Digital Electronics,Registers and Counters,Synchronous Counters,synchronous-counter;maximum-frequency,8,application,numerical_tolerance,A synchronous counter uses flip-flops of 12 ns delay and AND gates of 8 ns delay in the carry path. Find the maximum clock frequency in MHz.,,,,,50,0.01,,,
Digital Electronics,Registers and Counters,Synchronous Counters,synchronous-counter;speed-comparison,10,analysis,multiple_choice_single,Why is a synchronous counter faster than a ripple counter of the same length?,It requires fewer flip-flops for the same modulus,Its stage delays do not accumulate because all flip-flops are clocked together,It needs no combinational logic between the stages,Its flip-flops respond to clock levels rather than edges,B,,,,
Digital Electronics,Registers and Counters,Up/Down and Modulus-N Counter Design,counter-modulus;definition,2,recall,multiple_choice_single,The modulus of a counter is,its clock frequency divided by two,the number of decoded outputs it provides,the number of distinct states in its count sequence,the number of flip-flops it contains,C,,,,
Digital Electronics,Registers and Counters,Up/Down and Modulus-N Counter Design,up-down-counter;direction-control,4,comprehension,multiple_choice_single,"In an up/down counter, the direction control input selects between",the preset and clear inputs of each flip-flop,two different supply voltages,two separate clock signals,the true and complemented flip-flop outputs feeding the stage logic,D,,,,
Digital Electronics,Registers and Counters,Up/Down and Modulus-N Counter Design,mod-n-counter;flip-flop-count,6,application,numerical_tolerance,How many flip-flops are required to build a mod-12 counter?,,,,,4,0.001,,,
Digital Electronics,Registers and Counters,Up/Down and Modulus-N Counter Design,mod-n-counter;clear-detection,8,application,numerical_tolerance,A mod-6 counter counting 0 through 5 is built from a 4-bit synchronous counter with a clear input. At which decimal count value must the clear be activated?,,,,,6,0.001,,,
Digital Electronics,Registers and Counters,Up/Down and Modulus-N Counter Design,mod-n-counter;unused-states,10,analysis,numerical_tolerance,A mod-20 counter is built from five flip-flops. How many of its states are unused?,,,,,12,0.001,,,
Digital Electronics,Registers and Counters,Cascading of Counters and Frequency Division,frequency-division;single-flip-flop,2,recall,multiple_choice_single,A single flip-flop operated in toggle mode divides the input frequency by,1,2,4,8,B,,,,
Digital Electronics,Registers and Counters,Cascading of Counters and Frequency Division,frequency-division;ripple-counter,4,comprehension,numerical_tolerance,A 5-bit binary ripple counter is driven by a 32 kHz clock. Find the frequency in hertz at the most significant output.,,,,,1000,0.01,,,
Digital Electronics,Registers and Counters,Cascading of Counters and Frequency Division,counter-cascading;overall-modulus,6,application,numerical_tolerance,A mod-5 counter is cascaded with a mod-8 counter. Determine the overall modulus.,,,,,40,0.001,,,
Digital Electronics,Registers and Counters,Cascading of Counters and Frequency Division,counter-cascading;output-frequency,8,application,numerical_tolerance,A 1 MHz clock drives a mod-4 counter cascaded with a mod-25 counter. Find the final output frequency in kHz.,,,,,10,0.01,,,
Digital Electronics,Registers and Counters,Cascading of Counters and Frequency Division,counter-cascading;division-factor,10,analysis,multiple_choice_single,Which cascade combination cannot produce an overall division by 60?,A mod-8 counter and a mod-8 counter,A mod-6 counter and a mod-10 counter,A mod-4 counter and a mod-15 counter,A mod-5 counter and a mod-12 counter,A,,,,
Digital Electronics,Synchronous Sequential Circuits,State Diagrams and State Tables,state-diagram;notation,2,recall,multiple_choice_single,"In a state diagram, a directed arc between two circles represents",an output latch of the machine,a stored state of the machine,a transition produced by an input condition,one period of the clock waveform,C,,,,
Digital Electronics,Synchronous Sequential Circuits,State Diagrams and State Tables,state-machine;flip-flop-count,4,comprehension,numerical_tolerance,How many flip-flops are required to implement a synchronous machine having 9 states?,,,,,4,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,State Diagrams and State Tables,state-table;size,6,application,numerical_tolerance,A sequential circuit uses two flip-flops and one external input. How many present-state and input combinations appear in its complete state table?,,,,,8,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,State Diagrams and State Tables,state-table;mealy-output-entries,8,application,multiple_choice_single,"In the state table of a Mealy machine, the output column is specified",for the initial state only,for the reset condition only,for each present state only,for each present state and input combination,D,,,,
Digital Electronics,Synchronous Sequential Circuits,State Diagrams and State Tables,state-table;entry-count,10,analysis,numerical_tolerance,A Moore machine has 5 states and one binary input. How many entries appear in the next-state portion of its state table?,,,,,10,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Mealy and Moore Machines,moore-machine;output-dependence,2,recall,multiple_choice_single,The output of a Moore machine depends on,the present state only,the present state and the present input,the next state only,the active clock edge only,A,,,,
Digital Electronics,Synchronous Sequential Circuits,Mealy and Moore Machines,mealy-machine;output-dependence,4,comprehension,multiple_choice_single,The output of a Mealy machine depends on,the present state only,the present state and the present input,the next state and the previous output,the previous output only,B,,,,
Digital Electronics,Synchronous Sequential Circuits,Mealy and Moore Machines,mealy-vs-moore;state-count,6,application,multiple_choice_single,"For a given specification, which machine generally requires fewer states?",Both always require the same number,Neither can realize the specification,The Mealy machine,The Moore machine,C,,,,
Digital Electronics,Synchronous Sequential Circuits,Mealy and Moore Machines,mealy-vs-moore;glitch-immunity,8,application,multiple_choice_single,Which machine produces outputs that change only with the state and are therefore free of input glitches?,Both machines equally,Neither machine,The Mealy machine,The Moore machine,D,,,,
Digital Electronics,Synchronous Sequential Circuits,Mealy and Moore Machines,mealy-vs-moore;timing,10,analysis,multiple_choice_single,How do the output timings of equivalent Mealy and Moore machines compare?,The Mealy output appears one clock cycle earlier than the Moore output,The Moore output appears one clock cycle earlier than the Mealy output,Both outputs appear at exactly the same instant,Neither output is related to the clock,A,,,,
Digital Electronics,Synchronous Sequential Circuits,Analysis of Clocked Sequential Circuits,sequential-analysis;first-step,2,recall,multiple_choice_single,The analysis of a clocked sequential circuit begins by writing,the final state diagram,the flip-flop input equations,the load timing diagram,the total gate count,B,,,,
Digital Electronics,Synchronous Sequential Circuits,Analysis of Clocked Sequential Circuits,sequential-analysis;state-equation,4,comprehension,multiple_choice_single,The state equation of a D flip-flop stage is obtained by,differentiating the output with respect to time,ORing the D input with the present output,substituting the D input expression into $Q_{n+1}=D$,complementing the D input expression,C,,,,
Digital Electronics,Synchronous Sequential Circuits,Analysis of Clocked Sequential Circuits,sequential-analysis;t-flip-flop,6,application,multiple_choice_single,A T flip-flop is driven by $T=A\oplus Q$. Which state equation describes the stage?,$Q_{n+1}=\bar A$,$Q_{n+1}=A\oplus Q$,$Q_{n+1}=AQ$,$Q_{n+1}=A$,D,,,,
Digital Electronics,Synchronous Sequential Circuits,Analysis of Clocked Sequential Circuits,sequential-analysis;output-frequency,8,application,numerical_tolerance,A D flip-flop has its $D$ input connected to $\bar Q$ and is clocked at 10 MHz. Find the frequency of $Q$ in MHz.,,,,,5,0.01,,,
Digital Electronics,Synchronous Sequential Circuits,Analysis of Clocked Sequential Circuits,sequential-analysis;unreachable-state,10,analysis,multiple_choice_single,Analysis shows a state that no transition ever enters. This state is described as,an unreachable state,a stable total state,an essential hazard,a critical race,A,,,,
Digital Electronics,Synchronous Sequential Circuits,State Reduction and State Assignment,state-reduction;equivalence,2,recall,multiple_choice_single,Two states of a sequential machine are equivalent when,they are given the same binary code,they produce identical outputs and equivalent next states for every input,they are entered by the same input value,they have the same number of outgoing transitions,B,,,,
Digital Electronics,Synchronous Sequential Circuits,State Reduction and State Assignment,state-reduction;flip-flop-count,4,comprehension,numerical_tolerance,After reduction a machine has 5 states. How many flip-flops does its implementation require?,,,,,3,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,State Reduction and State Assignment,state-assignment;unused-codes,6,application,numerical_tolerance,A reduced machine has 6 states and is implemented with three flip-flops. How many state codes remain unused?,,,,,2,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,State Reduction and State Assignment,state-assignment;objective,8,application,multiple_choice_single,What is the objective of a good state assignment?,Removing the clock from the design,Eliminating the setup time of the flip-flops,Minimizing the next-state and output logic,Maximizing the number of machine states,C,,,,
Digital Electronics,Synchronous Sequential Circuits,State Reduction and State Assignment,state-assignment;count-of-assignments,10,analysis,numerical_tolerance,How many distinct state assignments are possible for a three-state machine implemented with two flip-flops?,,,,,24,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Sequence Detectors,sequence-detector;overlap,2,recall,multiple_choice_single,An overlapping sequence detector is one in which,detection proceeds without any clock,only the first occurrence is reported,only widely separated occurrences are detected,the tail of one detected sequence may begin the next,D,,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Sequence Detectors,sequence-detector;moore;state-count,4,comprehension,numerical_tolerance,"How many states does a Moore detector for the sequence 101 with overlap require, counting the reset state?",,,,,4,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Sequence Detectors,sequence-detector;mealy;state-count,6,application,numerical_tolerance,How many states does a Mealy detector for the sequence 101 with overlap require?,,,,,3,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Sequence Detectors,sequence-detector;output-trace,8,application,multiple_choice_single,A Mealy detector for the sequence 110 with overlap receives the input stream 11011010. How many times does its output go HIGH?,1,2,3,4,B,,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Sequence Detectors,sequence-detector;overlap-vs-nonoverlap,10,analysis,multiple_choice_single,What distinguishes a non-overlapping detector from an overlapping one?,The non-overlapping design returns to the reset state after each detection,The non-overlapping design requires no clock signal,The non-overlapping design always contains more states,The overlapping design cannot be realized as a Moore machine,A,,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Arbitrary-Sequence Counters,arbitrary-counter;design-procedure,2,recall,multiple_choice_single,The first step in designing a counter with an arbitrary count sequence is,sketching the output timing diagram,selecting a suitable logic family,writing the state table of the required sequence,computing the maximum clock frequency,C,,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Arbitrary-Sequence Counters,arbitrary-counter;flip-flop-count,4,comprehension,numerical_tolerance,"A counter repeats the sequence 0, 2, 4, 6. How many flip-flops does it need?",,,,,3,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Arbitrary-Sequence Counters,arbitrary-counter;jk-excitation,6,application,multiple_choice_single,A counter stage must change from $Q=0$ to $Q=1$ at the next clock edge. Which JK inputs are required?,"$J=X$, $K=1$","$J=0$, $K=0$","$J=X$, $K=0$","$J=1$, $K=X$",D,,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Arbitrary-Sequence Counters,arbitrary-counter;dont-care-states,8,application,numerical_tolerance,"A counter using three flip-flops repeats the sequence 0, 3, 5, 6. How many unused states may be treated as don't cares?",,,,,4,0.001,,,
Digital Electronics,Synchronous Sequential Circuits,Design of Arbitrary-Sequence Counters,arbitrary-counter;lock-out,10,evaluation,multiple_choice_single,What is the risk of treating every unused state as a don't care?,The counter may power up in an unused state and never rejoin the sequence,The design will always require additional flip-flops,The maximum clock frequency falls to zero,The counter becomes asynchronous,A,,,,
Digital Electronics,Asynchronous Sequential Circuits,Fundamental-Mode Operation,fundamental-mode;assumption,2,recall,multiple_choice_single,Fundamental-mode operation assumes that,the outputs never change value,only one input changes at a time and the circuit settles before the next change,all inputs change at the same instant,a periodic clock governs every state change,B,,,,
Digital Electronics,Asynchronous Sequential Circuits,Fundamental-Mode Operation,asynchronous-circuits;memory-mechanism,4,comprehension,multiple_choice_single,"In an asynchronous sequential circuit, memory is provided by",a parallel-load shift register,a bank of clocked flip-flops,feedback paths whose delays hold the secondary variables,an external read-only memory,C,,,,
Digital Electronics,Asynchronous Sequential Circuits,Fundamental-Mode Operation,asynchronous-circuits;total-state,6,application,multiple_choice_single,The total state of an asynchronous sequential circuit is defined by,the output values alone,the input combination alone,the internal state alone,the input combination together with the internal state,D,,,,
Digital Electronics,Asynchronous Sequential Circuits,Fundamental-Mode Operation,asynchronous-circuits;stability-condition,8,application,multiple_choice_single,A total state is stable when the excitation variable $Y$ and the secondary variable $y$ satisfy,$Y=y$,$Y=0$ for every input,$y=1$ for every input,$Y=\bar y$,A,,,,
Digital Electronics,Asynchronous Sequential Circuits,Fundamental-Mode Operation,asynchronous-vs-synchronous;design-difficulty,10,analysis,multiple_choice_single,Why is asynchronous design more difficult than synchronous design?,It always requires more flip-flops for the same function,Transitions depend on circuit delays so races and hazards must be analysed explicitly,Asynchronous circuits are unable to store any state information,Asynchronous circuits require a two-phase clock generator,B,,,,
Digital Electronics,Asynchronous Sequential Circuits,Flow Tables and Primitive Flow Tables,primitive-flow-table;definition,2,recall,multiple_choice_single,A primitive flow table is one in which each row contains,no stable total state,one entry for each output,exactly one stable total state,exactly two stable total states,C,,,,
Digital Electronics,Asynchronous Sequential Circuits,Flow Tables and Primitive Flow Tables,flow-table;merging-purpose,4,comprehension,multiple_choice_single,Merging rows of a primitive flow table reduces,the number of output variables,the propagation delay of the gates,the number of input variables,the number of internal states,D,,,,
Digital Electronics,Asynchronous Sequential Circuits,Flow Tables and Primitive Flow Tables,flow-table;secondary-variable-count,6,application,numerical_tolerance,A primitive flow table of six rows is merged into three rows. How many secondary variables are then required?,,,,,2,0.001,,,
Digital Electronics,Asynchronous Sequential Circuits,Flow Tables and Primitive Flow Tables,flow-table;merging-condition,8,application,multiple_choice_single,Two rows of a flow table may be merged provided that,no column contains conflicting entries in the two rows,the two rows carry identical input codes,each row holds the same number of stable states,the outputs of the two rows are complementary,A,,,,
Digital Electronics,Asynchronous Sequential Circuits,Flow Tables and Primitive Flow Tables,flow-table;reduction-rationale,10,analysis,multiple_choice_single,Why is a primitive flow table reduced before implementation?,To force the resulting circuit to operate synchronously,To reduce the number of secondary variables and hence the required logic,To remove the need for any feedback path,To eliminate every hazard automatically,B,,,,
Digital Electronics,Asynchronous Sequential Circuits,"Races, Critical Races, and Cycles",race;definition,2,recall,multiple_choice_single,A race condition arises when,exactly one secondary variable changes,the two outputs are complementary,two or more secondary variables change in response to one input change,the clock frequency exceeds the rated maximum,C,,,,
Digital Electronics,Asynchronous Sequential Circuits,"Races, Critical Races, and Cycles",race;non-critical,4,comprehension,multiple_choice_single,A race is classified as non-critical when,it can occur only at power-up,the affected output is left unconnected,the circuit oscillates indefinitely,the final stable state is independent of the order in which the variables change,D,,,,
Digital Electronics,Asynchronous Sequential Circuits,"Races, Critical Races, and Cycles",critical-race;consequence,6,application,multiple_choice_single,What is the consequence of a critical race?,The circuit settles in an unintended stable state,The output is undefined for exactly one gate delay,The supply current rises without affecting operation,A permanent short circuit forms at the output,A,,,,
Digital Electronics,Asynchronous Sequential Circuits,"Races, Critical Races, and Cycles",race;avoidance;state-assignment,8,application,multiple_choice_single,How are critical races normally avoided?,By raising the supply voltage of all gates,By assigning adjacent state codes so only one secondary variable changes per transition,By adding redundant terms to the output equations,By replacing the gates with transparent latches,B,,,,
Digital Electronics,Asynchronous Sequential Circuits,"Races, Critical Races, and Cycles",cycle;definition,10,analysis,multiple_choice_single,A cycle in an asynchronous sequential circuit is,a permanent short circuit between two outputs,a state change triggered by an active clock edge,a sequence of unstable transitions that may end in a stable state or oscillate,a stable state that can be entered from two different inputs,C,,,,
Digital Electronics,Asynchronous Sequential Circuits,Hazards in Asynchronous Circuits,essential-hazard;cause,2,recall,multiple_choice_single,An essential hazard is caused by,a violation of the fan-out specification,the absence of a pull-up resistor at the output,operation above the rated supply voltage,unequal delays between an input change and the feedback variables,D,,,,
Digital Electronics,Asynchronous Sequential Circuits,Hazards in Asynchronous Circuits,essential-hazard;detection,4,comprehension,multiple_choice_single,How is an essential hazard identified?,From the flow table by examining the response to successive changes of one input,From the Karnaugh map of the output function alone,It cannot be identified before fabrication,Only by simulating the final physical layout,A,,,,
Digital Electronics,Asynchronous Sequential Circuits,Hazards in Asynchronous Circuits,essential-hazard;remedy,6,application,multiple_choice_single,Which measure normally removes an essential hazard?,Adding a periodic clock to the circuit,Inserting additional delay in the feedback path,Removing the feedback path from the circuit,Increasing the fan-in of the output gate,B,,,,
Digital Electronics,Asynchronous Sequential Circuits,Hazards in Asynchronous Circuits,static-hazard;asynchronous-consequence,8,application,multiple_choice_single,Why must static hazards be removed from asynchronous circuits although they are often tolerated in synchronous ones?,Because synchronous circuits contain no propagation delay,Because a glitch raises the power dissipation beyond the rating,Because a glitch can propagate through the feedback path and cause a false state change,Because glitches physically damage the logic gates,C,,,,
Digital Electronics,Asynchronous Sequential Circuits,Hazards in Asynchronous Circuits,hazards;comparison;redundant-terms,10,analysis,multiple_choice_single,Which hazard cannot be eliminated by adding redundant product terms?,Dynamic hazard,Static-0 hazard,Static-1 hazard,Essential hazard,D,,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Classification and Organization,memory;volatility,2,recall,multiple_choice_single,Memory that loses its stored contents when power is removed is described as,volatile,read-only,sequential-access,non-volatile,A,,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Classification and Organization,memory;address-lines,4,comprehension,numerical_tolerance,How many address lines are required by a memory organized as 1K $\times$ 8?,,,,,10,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Classification and Organization,memory;capacity,6,application,numerical_tolerance,A memory chip has 12 address lines and 8 data lines. Find its total capacity in bits.,,,,,32768,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Classification and Organization,memory;address-lines;large-array,8,application,numerical_tolerance,How many address lines are required by a memory organized as 64K $\times$ 4?,,,,,16,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Classification and Organization,memory;internal-organization;row-decoder,10,analysis,multiple_choice_single,"In a two-dimensional memory array, which element selects the word line?",The internal refresh counter,The row decoder driven by the high-order address bits,The bidirectional data bus,The write-enable control input,B,,,,
Digital Electronics,Memory and Programmable Logic Devices,"ROM Types (Mask ROM, PROM, EPROM, EEPROM, Flash)",rom-types;mask-rom,2,recall,multiple_choice_single,A mask ROM receives its stored pattern,electrically while installed in circuit,by controlled exposure to ultraviolet light,during manufacture through its mask pattern,from the user by means of a programmer,C,,,,
Digital Electronics,Memory and Programmable Logic Devices,"ROM Types (Mask ROM, PROM, EPROM, EEPROM, Flash)",rom-types;eprom-erasure,4,comprehension,multiple_choice_single,An EPROM is erased by,disconnecting the supply voltage,replacing the fabrication mask,applying an electrical erase pulse to each cell,exposing the chip to ultraviolet light,D,,,,
Digital Electronics,Memory and Programmable Logic Devices,"ROM Types (Mask ROM, PROM, EPROM, EEPROM, Flash)",rom-types;eeprom,6,application,multiple_choice_single,Which device can be erased electrically one byte at a time while in circuit?,EEPROM,Mask ROM,PROM,EPROM,A,,,,
Digital Electronics,Memory and Programmable Logic Devices,"ROM Types (Mask ROM, PROM, EPROM, EEPROM, Flash)",rom-types;flash-memory,8,application,multiple_choice_single,How does flash memory differ from conventional EEPROM?,It loses its contents when power is removed,It must be erased in blocks or sectors rather than by byte,It cannot be reprogrammed once written,It requires ultraviolet light for erasure,B,,,,
Digital Electronics,Memory and Programmable Logic Devices,"ROM Types (Mask ROM, PROM, EPROM, EEPROM, Flash)",rom;truth-table-storage,10,analysis,numerical_tolerance,A ROM stores the complete truth table of a combinational function with four inputs and three outputs. How many bits of storage are needed?,,,,,48,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,RAM (Static vs Dynamic),sram;storage-cell,2,recall,multiple_choice_single,A static RAM cell stores one bit in,a fusible link,a floating-gate transistor,a bistable latch,a storage capacitor,C,,,,
Digital Electronics,Memory and Programmable Logic Devices,RAM (Static vs Dynamic),dram;refresh-requirement,4,comprehension,multiple_choice_single,Why must dynamic RAM be refreshed periodically?,Its address decoder resets after each access,Its cells are non-volatile and must be cleared,Its internal latch gradually loses gain,Charge leaks away from the storage capacitor,D,,,,
